api_full_name,status,rounds,repair_model_used,signature_found,param_count,required_param_count,supported_param_count,stage3_preview_ready,errors,warnings,stage3_preview_reasons,json_path
tensorflow.metrics.binary_focal_crossentropy,pass_with_warnings,1,deterministic,True,8,4,8,False,,required param 'y_true' missing type | required param 'y_pred' missing type | stage3 preview not ready: required param 'y_true' unresolved: unhandled chosen type: ground truth values | required param 'y_pred' unresolved: unhandled chosen type: the predicted values,required param 'y_true' unresolved: unhandled chosen type: ground truth values | required param 'y_pred' unresolved: unhandled chosen type: the predicted values,info2json/results/tensorflow/tensorflow.metrics.binary_focal_crossentropy.json
tensorflow.metrics.categorical_crossentropy,pass_with_warnings,1,deterministic,True,5,4,5,False,,required param 'axis' missing type | stage3 preview not ready: required param 'axis' unresolved: unhandled chosen type: defaults to `-1`. the dimension along which the entropy is computed.,required param 'axis' unresolved: unhandled chosen type: defaults to `-1`. the dimension along which the entropy is computed.,info2json/results/tensorflow/tensorflow.metrics.categorical_crossentropy.json
tensorflow.metrics.categorical_focal_crossentropy,pass_with_warnings,1,deterministic,True,7,6,7,False,,required param 'gamma' missing type | required param 'axis' missing type | stage3 preview not ready: required param 'gamma' unresolved: unhandled chosen type: a focusing parameter | required param 'axis' unresolved: unhandled chosen type: defaults to `-1`. the dimension along which the entropy is computed.,required param 'gamma' unresolved: unhandled chosen type: a focusing parameter | required param 'axis' unresolved: unhandled chosen type: defaults to `-1`. the dimension along which the entropy is computed.,info2json/results/tensorflow/tensorflow.metrics.categorical_focal_crossentropy.json
tensorflow.metrics.categorical_hinge,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.metrics.categorical_hinge.json
tensorflow.metrics.concordance_correlation,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.metrics.concordance_correlation.json
tensorflow.metrics.hinge,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.metrics.hinge.json
tensorflow.metrics.huber,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.metrics.huber.json
tensorflow.metrics.kullback_leibler_divergence,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.metrics.kullback_leibler_divergence.json
tensorflow.metrics.logcosh,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.metrics.logcosh.json
tensorflow.metrics.pearson_correlation,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.metrics.pearson_correlation.json
tensorflow.metrics.poisson,pass_with_warnings,1,deterministic,False,2,2,2,False,,required param 'y_true' missing type | stage3 preview not ready: required param 'y_true' unresolved: unhandled chosen type: ground truth values. shape = `[batch_size,required param 'y_true' unresolved: unhandled chosen type: ground truth values. shape = `[batch_size,info2json/results/tensorflow/tensorflow.metrics.poisson.json
tensorflow.metrics.sparse_top_k_categorical_accuracy,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.metrics.sparse_top_k_categorical_accuracy.json
tensorflow.metrics.squared_hinge,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.metrics.squared_hinge.json
tensorflow.minimum,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.minimum.json
tensorflow.nn.avg_pool,pass,1,deterministic,False,6,3,6,True,,,,info2json/results/tensorflow/tensorflow.nn.avg_pool.json
tensorflow.nn.avg_pool1d,pass,1,deterministic,False,6,4,6,True,,,,info2json/results/tensorflow/tensorflow.nn.avg_pool1d.json
tensorflow.nn.avg_pool2d,pass,1,deterministic,False,6,5,6,True,,,,info2json/results/tensorflow/tensorflow.nn.avg_pool2d.json
tensorflow.nn.avg_pool3d,pass,1,deterministic,False,6,5,6,True,,,,info2json/results/tensorflow/tensorflow.nn.avg_pool3d.json
tensorflow.nn.batch_normalization,pass_with_warnings,1,deterministic,False,7,7,7,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for this operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for this operation (optional).,info2json/results/tensorflow/tensorflow.nn.batch_normalization.json
tensorflow.nn.bias_add,pass_with_warnings,1,deterministic,False,4,3,4,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.nn.bias_add.json
tensorflow.nn.collapse_repeated,pass_with_warnings,1,deterministic,False,3,3,3,False,,"required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for this `op`. defaults to ""collapse_repeated_labels"".","required param 'name' unresolved: unhandled chosen type: a name for this `op`. defaults to ""collapse_repeated_labels"".",info2json/results/tensorflow/tensorflow.nn.collapse_repeated.json
tensorflow.nn.conv1d_transpose,pass,1,deterministic,False,8,6,8,True,,,,info2json/results/tensorflow/tensorflow.nn.conv1d_transpose.json
tensorflow.nn.conv2d,pass,1,deterministic,False,7,3,7,True,,,,info2json/results/tensorflow/tensorflow.nn.conv2d.json
tensorflow.nn.conv2d_transpose,pass,1,deterministic,False,8,5,8,True,,,,info2json/results/tensorflow/tensorflow.nn.conv2d_transpose.json
tensorflow.nn.conv3d,pass,1,deterministic,False,7,4,7,True,,,,info2json/results/tensorflow/tensorflow.nn.conv3d.json
tensorflow.nn.conv3d_transpose,pass,1,deterministic,False,8,5,8,True,,,,info2json/results/tensorflow/tensorflow.nn.conv3d_transpose.json
tensorflow.nn.conv_transpose,pass,1,deterministic,False,8,3,8,True,,,,info2json/results/tensorflow/tensorflow.nn.conv_transpose.json
tensorflow.nn.crelu,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.nn.crelu.json
tensorflow.nn.ctc_beam_search_decoder,pass,1,deterministic,False,4,3,4,True,,,,info2json/results/tensorflow/tensorflow.nn.ctc_beam_search_decoder.json
tensorflow.nn.ctc_greedy_decoder,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.nn.ctc_greedy_decoder.json
tensorflow.nn.ctc_unique_labels,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.nn.ctc_unique_labels.json
tensorflow.nn.depth_to_space,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.nn.depth_to_space.json
tensorflow.nn.depthwise_conv2d_backprop_filter,pass,1,deterministic,False,8,5,8,True,,,,info2json/results/tensorflow/tensorflow.nn.depthwise_conv2d_backprop_filter.json
tensorflow.nn.depthwise_conv2d_backprop_input,pass,1,deterministic,False,8,5,8,True,,,,info2json/results/tensorflow/tensorflow.nn.depthwise_conv2d_backprop_input.json
tensorflow.nn.dropout,pass,1,deterministic,False,5,4,5,True,,,,info2json/results/tensorflow/tensorflow.nn.dropout.json
tensorflow.nn.elu,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.nn.elu.json
tensorflow.nn.experimental.stateless_dropout,pass_with_warnings,1,deterministic,False,6,5,6,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for this operation.,required param 'name' unresolved: unhandled chosen type: a name for this operation.,info2json/results/tensorflow/tensorflow.nn.experimental.stateless_dropout.json
tensorflow.nn.gelu,pass_with_warnings,1,deterministic,False,3,3,3,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.nn.gelu.json
tensorflow.nn.isotonic_regression,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.nn.isotonic_regression.json
tensorflow.nn.l2_loss,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.nn.l2_loss.json
tensorflow.nn.l2_normalize,pass_with_warnings,1,deterministic,True,5,4,5,False,,required param 'epsilon' missing type | required param 'dim' missing type | stage3 preview not ready: required param 'epsilon' unresolved: unhandled chosen type: a lower bound value for the norm. will use `sqrt(epsilon)` as the divisor if `norm < sqrt(epsilon)`. | required param 'dim' unresolved: unhandled chosen type: deprecated,required param 'epsilon' unresolved: unhandled chosen type: a lower bound value for the norm. will use `sqrt(epsilon)` as the divisor if `norm < sqrt(epsilon)`. | required param 'dim' unresolved: unhandled chosen type: deprecated,info2json/results/tensorflow/tensorflow.nn.l2_normalize.json
tensorflow.nn.leaky_relu,pass_with_warnings,1,deterministic,False,3,2,3,False,,stage3 preview not ready: required param 'alpha' unresolved: unsupported base seed type: callable,required param 'alpha' unresolved: unsupported base seed type: callable,info2json/results/tensorflow/tensorflow.nn.leaky_relu.json
tensorflow.nn.log_poisson_loss,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.nn.log_poisson_loss.json
tensorflow.nn.log_softmax,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.nn.log_softmax.json
tensorflow.nn.max_pool,pass,1,deterministic,False,6,3,6,True,,,,info2json/results/tensorflow/tensorflow.nn.max_pool.json
tensorflow.nn.max_pool1d,pass,1,deterministic,False,6,4,6,True,,,,info2json/results/tensorflow/tensorflow.nn.max_pool1d.json
tensorflow.nn.max_pool2d,pass,1,deterministic,False,6,5,6,True,,,,info2json/results/tensorflow/tensorflow.nn.max_pool2d.json
tensorflow.nn.max_pool3d,pass,1,deterministic,False,6,4,6,True,,,,info2json/results/tensorflow/tensorflow.nn.max_pool3d.json
tensorflow.nn.max_pool_with_argmax,pass,1,deterministic,False,8,4,8,True,,,,info2json/results/tensorflow/tensorflow.nn.max_pool_with_argmax.json
tensorflow.nn.moments,pass,1,deterministic,False,5,4,5,True,,,,info2json/results/tensorflow/tensorflow.nn.moments.json
tensorflow.nn.normalize_moments,pass_with_warnings,1,deterministic,False,5,5,5,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: name used to scope the operations that compute the moments.,required param 'name' unresolved: unhandled chosen type: name used to scope the operations that compute the moments.,info2json/results/tensorflow/tensorflow.nn.normalize_moments.json
tensorflow.nn.relu,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.nn.relu.json
tensorflow.nn.selu,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.nn.selu.json
tensorflow.nn.sigmoid,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.nn.sigmoid.json
tensorflow.nn.sigmoid_cross_entropy_with_logits,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.nn.sigmoid_cross_entropy_with_logits.json
tensorflow.nn.silu,pass,1,deterministic,False,2,2,2,True,,,,info2json/results/tensorflow/tensorflow.nn.silu.json
tensorflow.nn.softsign,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.nn.softsign.json
tensorflow.nn.space_to_batch,pass,1,deterministic,False,4,3,4,True,,,,info2json/results/tensorflow/tensorflow.nn.space_to_batch.json
tensorflow.nn.space_to_depth,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.nn.space_to_depth.json
tensorflow.nn.sparse_softmax_cross_entropy_with_logits,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.nn.sparse_softmax_cross_entropy_with_logits.json
tensorflow.nn.swish,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.nn.swish.json
tensorflow.nn.top_k,pass_with_warnings,1,deterministic,True,5,5,5,False,,required param 'sorted' missing type | required param 'name' missing type | stage3 preview not ready: required param 'sorted' unresolved: unhandled chosen type: if true the resulting `k` elements will be sorted by the values in descending order. | required param 'name' unresolved: unhandled chosen type: optional name for the operation.,required param 'sorted' unresolved: unhandled chosen type: if true the resulting `k` elements will be sorted by the values in descending order. | required param 'name' unresolved: unhandled chosen type: optional name for the operation.,info2json/results/tensorflow/tensorflow.nn.top_k.json
tensorflow.nn.weighted_cross_entropy_with_logits,pass,1,deterministic,True,4,3,4,True,,,,info2json/results/tensorflow/tensorflow.nn.weighted_cross_entropy_with_logits.json
tensorflow.nn.weighted_moments,pass_with_warnings,1,deterministic,False,5,5,5,False,,required param 'keepdims' missing type | required param 'name' missing type | stage3 preview not ready: required param 'keepdims' unresolved: unhandled chosen type: produce moments with the same dimensionality as the input. | required param 'name' unresolved: unhandled chosen type: name used to scope the operation.,required param 'keepdims' unresolved: unhandled chosen type: produce moments with the same dimensionality as the input. | required param 'name' unresolved: unhandled chosen type: name used to scope the operation.,info2json/results/tensorflow/tensorflow.nn.weighted_moments.json
tensorflow.nn.zero_fraction,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.nn.zero_fraction.json
tensorflow.not_equal,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.not_equal.json
tensorflow.one_hot,pass_with_warnings,1,deterministic,False,6,4,6,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.one_hot.json
tensorflow.ones,pass_with_warnings,1,deterministic,False,3,0,3,True,,no required params remained after normalization; check doc parsing,,info2json/results/tensorflow/tensorflow.ones.json
tensorflow.ones_like,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.ones_like.json
tensorflow.pad,pass_with_warnings,1,deterministic,False,4,4,4,False,,"required param 'mode' missing type | required param 'name' missing type | stage3 preview not ready: required param 'mode' unresolved: unhandled chosen type: one of ""constant"" | required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).","required param 'mode' unresolved: unhandled chosen type: one of ""constant"" | required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).",info2json/results/tensorflow/tensorflow.pad.json
tensorflow.parallel_stack,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.parallel_stack.json
tensorflow.pow,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.pow.json
tensorflow.quantization.dequantize,pass,1,deterministic,False,7,3,7,True,,,,info2json/results/tensorflow/tensorflow.quantization.dequantize.json
tensorflow.quantization.fake_quant_with_min_max_args,pass_with_warnings,1,deterministic,True,1,1,1,True,,required param 'out' missing type | required param 'out' missing description,,info2json/results/tensorflow/tensorflow.quantization.fake_quant_with_min_max_args.json
tensorflow.quantization.fake_quant_with_min_max_args_gradient,pass,1,deterministic,False,7,2,7,True,,,,info2json/results/tensorflow/tensorflow.quantization.fake_quant_with_min_max_args_gradient.json
tensorflow.quantization.fake_quant_with_min_max_vars,pass,1,deterministic,False,6,3,6,True,,,,info2json/results/tensorflow/tensorflow.quantization.fake_quant_with_min_max_vars.json
tensorflow.quantization.fake_quant_with_min_max_vars_gradient,pass,1,deterministic,False,7,4,7,True,,,,info2json/results/tensorflow/tensorflow.quantization.fake_quant_with_min_max_vars_gradient.json
tensorflow.quantization.fake_quant_with_min_max_vars_per_channel,pass,1,deterministic,False,6,3,6,True,,,,info2json/results/tensorflow/tensorflow.quantization.fake_quant_with_min_max_vars_per_channel.json
tensorflow.quantization.fake_quant_with_min_max_vars_per_channel_gradient,pass,1,deterministic,False,7,4,7,True,,,,info2json/results/tensorflow/tensorflow.quantization.fake_quant_with_min_max_vars_per_channel_gradient.json
tensorflow.quantization.quantize,pass,1,deterministic,False,10,4,10,True,,,,info2json/results/tensorflow/tensorflow.quantization.quantize.json
tensorflow.quantization.quantized_concat,pass,1,deterministic,False,5,4,5,True,,,,info2json/results/tensorflow/tensorflow.quantization.quantized_concat.json
tensorflow.ragged.boolean_mask,pass,1,deterministic,False,3,3,3,True,,,,info2json/results/tensorflow/tensorflow.ragged.boolean_mask.json
tensorflow.ragged.constant,pass,1,deterministic,False,5,1,5,True,,,,info2json/results/tensorflow/tensorflow.ragged.constant.json
tensorflow.ragged.range,pass_with_warnings,1,deterministic,True,5,3,5,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation.,required param 'name' unresolved: unhandled chosen type: a name for the operation.,info2json/results/tensorflow/tensorflow.ragged.range.json
tensorflow.ragged.row_splits_to_segment_ids,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.ragged.row_splits_to_segment_ids.json
tensorflow.ragged.segment_ids_to_row_splits,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.ragged.segment_ids_to_row_splits.json
tensorflow.ragged.stack_dynamic_partitions,pass,1,deterministic,False,4,3,4,True,,,,info2json/results/tensorflow/tensorflow.ragged.stack_dynamic_partitions.json
tensorflow.random.categorical,pass,1,deterministic,False,4,3,4,True,,,,info2json/results/tensorflow/tensorflow.random.categorical.json
tensorflow.random.gamma,pass_with_warnings,1,deterministic,False,5,5,5,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: optional name for the operation.,required param 'name' unresolved: unhandled chosen type: optional name for the operation.,info2json/results/tensorflow/tensorflow.random.gamma.json
tensorflow.random.normal,pass,1,deterministic,False,5,3,5,True,,,,info2json/results/tensorflow/tensorflow.random.normal.json
tensorflow.random.poisson,pass_with_warnings,1,deterministic,False,4,4,4,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: optional name for the operation.,required param 'name' unresolved: unhandled chosen type: optional name for the operation.,info2json/results/tensorflow/tensorflow.random.poisson.json
tensorflow.random.shuffle,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.random.shuffle.json
tensorflow.random.truncated_normal,pass_with_warnings,1,deterministic,False,5,4,5,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.random.truncated_normal.json
tensorflow.random.uniform,pass_with_warnings,1,deterministic,False,5,2,5,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.random.uniform.json
tensorflow.random_index_shuffle,pass,1,deterministic,False,5,3,5,True,,,,info2json/results/tensorflow/tensorflow.random_index_shuffle.json
tensorflow.range,pass,1,deterministic,False,4,1,4,True,,,,info2json/results/tensorflow/tensorflow.range.json
tensorflow.rank,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.rank.json
tensorflow.realdiv,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.realdiv.json
tensorflow.reduce_all,pass_with_warnings,1,deterministic,False,4,2,4,False,,required param 'keepdims' missing type | stage3 preview not ready: required param 'keepdims' unresolved: unhandled chosen type: if true,required param 'keepdims' unresolved: unhandled chosen type: if true,info2json/results/tensorflow/tensorflow.reduce_all.json
tensorflow.reduce_any,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.reduce_any.json
tensorflow.reduce_logsumexp,pass_with_warnings,1,deterministic,False,4,2,4,False,,required param 'keepdims' missing type | stage3 preview not ready: required param 'keepdims' unresolved: unhandled chosen type: if true,required param 'keepdims' unresolved: unhandled chosen type: if true,info2json/results/tensorflow/tensorflow.reduce_logsumexp.json
tensorflow.reduce_max,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.reduce_max.json
tensorflow.reduce_mean,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.reduce_mean.json
tensorflow.reduce_min,pass_with_warnings,1,deterministic,False,4,4,4,False,,required param 'axis' missing type | required param 'keepdims' missing type | required param 'name' missing type | stage3 preview not ready: required param 'axis' unresolved: unhandled chosen type: the dimensions to reduce. if `none` (the default) | required param 'keepdims' unresolved: unhandled chosen type: if true | required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'axis' unresolved: unhandled chosen type: the dimensions to reduce. if `none` (the default) | required param 'keepdims' unresolved: unhandled chosen type: if true | required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.reduce_min.json
tensorflow.reduce_prod,pass_with_warnings,1,deterministic,False,4,2,4,False,,required param 'keepdims' missing type | stage3 preview not ready: required param 'keepdims' unresolved: unhandled chosen type: if true,required param 'keepdims' unresolved: unhandled chosen type: if true,info2json/results/tensorflow/tensorflow.reduce_prod.json
tensorflow.reduce_sum,pass_with_warnings,1,deterministic,True,4,2,4,False,,required param 'keepdims' missing type | stage3 preview not ready: required param 'keepdims' unresolved: unhandled chosen type: if true,required param 'keepdims' unresolved: unhandled chosen type: if true,info2json/results/tensorflow/tensorflow.reduce_sum.json
tensorflow.required_space_to_batch_paddings,pass,1,deterministic,False,4,2,4,True,,,,info2json/results/tensorflow/tensorflow.required_space_to_batch_paddings.json
tensorflow.reshape,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.reshape.json
tensorflow.reverse,pass_with_warnings,1,deterministic,False,2,2,2,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.reverse.json
tensorflow.reverse_sequence,pass_with_warnings,1,deterministic,False,5,3,5,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,required param 'name' unresolved: unhandled chosen type: a name for the operation (optional).,info2json/results/tensorflow/tensorflow.reverse_sequence.json
tensorflow.rfftnd,pass,1,deterministic,False,5,3,5,True,,,,info2json/results/tensorflow/tensorflow.rfftnd.json
tensorflow.roll,pass,1,deterministic,False,4,3,4,True,,,,info2json/results/tensorflow/tensorflow.roll.json
tensorflow.round,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.round.json
tensorflow.saturate_cast,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.saturate_cast.json
tensorflow.scalar_mul,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.scalar_mul.json
tensorflow.scatter_nd,pass_with_warnings,1,deterministic,True,1,1,1,True,,required param 'scatter' missing type | required param 'scatter' missing description,,info2json/results/tensorflow/tensorflow.scatter_nd.json
tensorflow.searchsorted,pass_with_warnings,1,deterministic,True,5,3,5,False,,required param 'side' missing type | stage3 preview not ready: required param 'side' unresolved: unhandled chosen type: 'left' or 'right'; 'left' corresponds to lower_bound and 'right' to upper_bound.,required param 'side' unresolved: unhandled chosen type: 'left' or 'right'; 'left' corresponds to lower_bound and 'right' to upper_bound.,info2json/results/tensorflow/tensorflow.searchsorted.json
tensorflow.sequence_mask,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.sequence_mask.json
tensorflow.shape,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.shape.json
tensorflow.shape_n,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.shape_n.json
tensorflow.sigmoid,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.sigmoid.json
tensorflow.signal.dct,pass_with_warnings,1,deterministic,False,5,5,5,False,,required param 'norm' missing type | required param 'name' missing type | stage3 preview not ready: required param 'axis' unresolved: unsupported base seed type: future | required param 'norm' unresolved: unhandled chosen type: the normalization to apply. `none` for no normalization or `'ortho'` for orthonormal normalization. | required param 'name' unresolved: unhandled chosen type: an optional name for the operation.,required param 'axis' unresolved: unsupported base seed type: future | required param 'norm' unresolved: unhandled chosen type: the normalization to apply. `none` for no normalization or `'ortho'` for orthonormal normalization. | required param 'name' unresolved: unhandled chosen type: an optional name for the operation.,info2json/results/tensorflow/tensorflow.signal.dct.json
tensorflow.signal.fft,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.signal.fft.json
tensorflow.signal.fft2d,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.signal.fft2d.json
tensorflow.signal.fft3d,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.signal.fft3d.json
tensorflow.signal.fftshift,pass,1,deterministic,False,3,1,3,True,,,,info2json/results/tensorflow/tensorflow.signal.fftshift.json
tensorflow.signal.hamming_window,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.signal.hamming_window.json
tensorflow.signal.hann_window,pass,1,deterministic,False,3,2,3,True,,,,info2json/results/tensorflow/tensorflow.signal.hann_window.json
tensorflow.signal.idct,pass_with_warnings,1,deterministic,False,5,5,5,False,,required param 'norm' missing type | required param 'name' missing type | stage3 preview not ready: required param 'n' unresolved: unsupported base seed type: future | required param 'axis' unresolved: unsupported base seed type: future | required param 'norm' unresolved: unhandled chosen type: the normalization to apply. `none` for no normalization or `'ortho'` for orthonormal normalization.,required param 'n' unresolved: unsupported base seed type: future | required param 'axis' unresolved: unsupported base seed type: future | required param 'norm' unresolved: unhandled chosen type: the normalization to apply. `none` for no normalization or `'ortho'` for orthonormal normalization. | required param 'name' unresolved: unhandled chosen type: an optional name for the operation.,info2json/results/tensorflow/tensorflow.signal.idct.json
tensorflow.signal.ifft,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.signal.ifft.json
tensorflow.signal.ifft2d,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.signal.ifft2d.json
tensorflow.signal.ifft3d,pass,1,deterministic,False,2,1,2,True,,,,info2json/results/tensorflow/tensorflow.signal.ifft3d.json
tensorflow.signal.ifftshift,pass_with_warnings,1,deterministic,False,3,3,3,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: an optional name for the operation.,required param 'name' unresolved: unhandled chosen type: an optional name for the operation.,info2json/results/tensorflow/tensorflow.signal.ifftshift.json
tensorflow.signal.inverse_mdct,pass_with_warnings,1,deterministic,False,4,4,4,False,,"required param 'norm' missing type | required param 'name' missing type | stage3 preview not ready: required param 'window_fn' unresolved: unsupported base seed type: callable | required param 'norm' unresolved: unhandled chosen type: if ""ortho"" | required param 'name' unresolved: unhandled chosen type: an optional name for the operation.","required param 'window_fn' unresolved: unsupported base seed type: callable | required param 'norm' unresolved: unhandled chosen type: if ""ortho"" | required param 'name' unresolved: unhandled chosen type: an optional name for the operation.",info2json/results/tensorflow/tensorflow.signal.inverse_mdct.json
tensorflow.signal.inverse_stft,pass_with_warnings,1,deterministic,False,6,6,6,False,,required param 'name' missing type | stage3 preview not ready: required param 'window_fn' unresolved: unsupported base seed type: callable | required param 'name' unresolved: unhandled chosen type: an optional name for the operation.,required param 'window_fn' unresolved: unsupported base seed type: callable | required param 'name' unresolved: unhandled chosen type: an optional name for the operation.,info2json/results/tensorflow/tensorflow.signal.inverse_stft.json
tensorflow.signal.inverse_stft_window_fn,pass_with_warnings,1,deterministic,False,3,2,3,False,,required param 'forward_window_fn' missing type | stage3 preview not ready: required param 'forward_window_fn' unresolved: unhandled chosen type: window_fn used in the forward transform,required param 'forward_window_fn' unresolved: unhandled chosen type: window_fn used in the forward transform,info2json/results/tensorflow/tensorflow.signal.inverse_stft_window_fn.json
tensorflow.signal.kaiser_bessel_derived_window,pass_with_warnings,1,deterministic,False,3,3,3,False,,required param 'name' missing type | stage3 preview not ready: required param 'name' unresolved: unhandled chosen type: an optional name for the operation.,required param 'name' unresolved: unhandled chosen type: an optional name for the operation.,info2json/results/tensorflow/tensorflow.signal.kaiser_bessel_derived_window.json
