library,api_full_name,stage,error_type,message,signature,payload_ref,source_file,oracle_decision
torch,torch.masked.prod,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=44.4444 below threshold 60; missing_lines=[1116, 1117, 1129, 1138, 1140, 1150, 1160, 1161, 1163, 1166, 1169, 1170, 1181, 1184, 1188]",a25c1503e2239e6e,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.masked.std,stage4_coverage,selected_function_line_coverage_percent=33.3333 < 60,selected_function_line_coverage_percent=33.3333 < 60,82e6de3779add13f,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.masked.std,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=33.3333 below threshold 60; missing_lines=[1725, 1726]",bc419ed1e93a09d4,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.masked.sum,stage4_coverage,selected_function_line_coverage_percent=42.1053 < 60,selected_function_line_coverage_percent=42.1053 < 60,63ebb9d08cbe00a0,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.masked.sum,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=42.1053 below threshold 60; missing_lines=[1063, 1064, 1076, 1085, 1087, 1097, 1102, 1103, 1106, 1107, 1111]",b2f18ac7a559891b,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.masked.var,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=33.3333 below threshold 60; missing_lines=[1694, 1695]",46caf101a5507907,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.masked.var,stage4_coverage,selected_function_line_coverage_percent=33.3333 < 60,selected_function_line_coverage_percent=33.3333 < 60,534b57a4d659d2aa,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.mtia.memory.memory_allocated,stage4_coverage,selected_function_line_coverage_percent=50 < 60,selected_function_line_coverage_percent=50 < 60,ca3c8edb79b8adb0,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.mtia.memory.memory_allocated,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=50 below threshold 60; missing_lines=[39, 49]",d2afb1f5c82c6cba,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.mtia.memory_allocated,stage4_coverage,selected_function_line_coverage_percent=50 < 60,selected_function_line_coverage_percent=50 < 60,9bab5b09da3a436f,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.mtia.memory_allocated,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=50 below threshold 60; missing_lines=[39, 49]",eb4e5b3871186ddb,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.windows.general_hamming,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=33.3333 below threshold 60; missing_lines=[766, 801]",0f1db5030ea35c6b,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.windows.general_hamming,stage4_coverage,selected_function_line_coverage_percent=33.3333 < 60,selected_function_line_coverage_percent=33.3333 < 60,1b1a3e29ebd24414,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.windows.hamming,stage4_coverage,selected_function_line_coverage_percent=33.3333 < 60,selected_function_line_coverage_percent=33.3333 < 60,ee6a3222525304a5,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.windows.hamming,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=33.3333 below threshold 60; missing_lines=[428, 464]",f697d7639c915720,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.windows.hann,stage4_coverage,selected_function_line_coverage_percent=33.3333 < 60,selected_function_line_coverage_percent=33.3333 < 60,322182f0c9a609ff,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.windows.hann,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=33.3333 below threshold 60; missing_lines=[483, 518]",eb1f76be7453408e,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.windows.nuttall,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=33.3333 below threshold 60; missing_lines=[822, 866]",9087f1c04c70570b,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.windows.nuttall,stage4_coverage,selected_function_line_coverage_percent=33.3333 < 60,selected_function_line_coverage_percent=33.3333 < 60,c802388a22df9977,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.windows.windows.general_hamming,stage4_coverage,selected_function_line_coverage_percent=33.3333 < 60,selected_function_line_coverage_percent=33.3333 < 60,b8390fefb38d2ae9,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.windows.windows.general_hamming,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=33.3333 below threshold 60; missing_lines=[766, 801]",ed73bd638661a3a3,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.windows.windows.hamming,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=33.3333 below threshold 60; missing_lines=[428, 464]",74af6cd2ebb33f9b,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.windows.windows.hamming,stage4_coverage,selected_function_line_coverage_percent=33.3333 < 60,selected_function_line_coverage_percent=33.3333 < 60,8f27b287abd342cd,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.windows.windows.hann,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=33.3333 below threshold 60; missing_lines=[483, 518]",23ddcc3346f7db14,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.windows.windows.hann,stage4_coverage,selected_function_line_coverage_percent=33.3333 < 60,selected_function_line_coverage_percent=33.3333 < 60,83a7ce4f6cc96130,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.windows.windows.nuttall,stage4_coverage,selected_function_line_coverage_percent=33.3333 < 60,selected_function_line_coverage_percent=33.3333 < 60,2cfd731a90d0c554,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.windows.windows.nuttall,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=33.3333 below threshold 60; missing_lines=[822, 866]",556edaec71a603a4,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.xpu.max_memory_allocated,stage4_coverage,selected_function_low_coverage,selected_function_line_coverage_percent=50 below threshold 60; missing_lines=[149],1256ab15cab2c4fd,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.xpu.max_memory_allocated,stage4_coverage,selected_function_line_coverage_percent=50 < 60,selected_function_line_coverage_percent=50 < 60,fe3224b8ba2cabfe,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.xpu.max_memory_reserved,stage4_coverage,selected_function_line_coverage_percent=50 < 60,selected_function_line_coverage_percent=50 < 60,03b97939c57930d1,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.xpu.max_memory_reserved,stage4_coverage,selected_function_low_coverage,selected_function_line_coverage_percent=50 below threshold 60; missing_lines=[177],48a24ad312d31efd,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.xpu.memory.max_memory_allocated,stage4_coverage,selected_function_low_coverage,selected_function_line_coverage_percent=50 below threshold 60; missing_lines=[149],88ea192c07e54167,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.xpu.memory.max_memory_allocated,stage4_coverage,selected_function_line_coverage_percent=50 < 60,selected_function_line_coverage_percent=50 < 60,9c884a440f7563e5,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.xpu.memory.max_memory_reserved,stage4_coverage,selected_function_line_coverage_percent=50 < 60,selected_function_line_coverage_percent=50 < 60,19397a7348188042,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.xpu.memory.max_memory_reserved,stage4_coverage,selected_function_low_coverage,selected_function_line_coverage_percent=50 below threshold 60; missing_lines=[177],632f16162d4e6db4,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.xpu.memory.memory_allocated,stage4_coverage,selected_function_low_coverage,selected_function_line_coverage_percent=50 below threshold 60; missing_lines=[133],314da586aef27220,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.xpu.memory.memory_allocated,stage4_coverage,selected_function_line_coverage_percent=50 < 60,selected_function_line_coverage_percent=50 < 60,92a885c7243c420e,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.xpu.memory.memory_reserved,stage4_coverage,selected_function_line_coverage_percent=50 < 60,selected_function_line_coverage_percent=50 < 60,3f136ca402dfd4e7,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.xpu.memory.memory_reserved,stage4_coverage,selected_function_low_coverage,selected_function_line_coverage_percent=50 below threshold 60; missing_lines=[166],f56bd73e57465157,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.xpu.memory.memory_snapshot,stage4_coverage,selected_function_line_coverage_percent=50 < 60,selected_function_line_coverage_percent=50 < 60,013f16d81d6f688f,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.xpu.memory.memory_snapshot,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=50 below threshold 60; missing_lines=[258, 275]",5d36bf40b059a302,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.xpu.memory_allocated,stage4_coverage,selected_function_line_coverage_percent=50 < 60,selected_function_line_coverage_percent=50 < 60,a2d1625da5a83a7c,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.xpu.memory_allocated,stage4_coverage,selected_function_low_coverage,selected_function_line_coverage_percent=50 below threshold 60; missing_lines=[133],b9b832927b96a0e7,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.xpu.memory_reserved,stage4_coverage,selected_function_low_coverage,selected_function_line_coverage_percent=50 below threshold 60; missing_lines=[166],99bd92472a591e14,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.xpu.memory_reserved,stage4_coverage,selected_function_line_coverage_percent=50 < 60,selected_function_line_coverage_percent=50 < 60,e68a2344b484d91e,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
torch,torch.xpu.memory_snapshot,stage4_coverage,selected_function_low_coverage,"selected_function_line_coverage_percent=50 below threshold 60; missing_lines=[258, 275]",729060ed1a4316a5,stage4/results/torch-thesis-all-coverage/coverage_report.json,stage4/results/torch-thesis-all-coverage/coverage_report.json,
torch,torch.xpu.memory_snapshot,stage4_coverage,selected_function_line_coverage_percent=50 < 60,selected_function_line_coverage_percent=50 < 60,ddfc02b7843d9c54,,stage4/results/torch-thesis-all-coverage/low_coverage.csv,
