api_full_name,status,classification,rounds,repair_model_used,signature_found,param_count,required_param_count,supported_param_count,stage3_preview_ready,errors,warnings,stage3_preview_reasons,json_path
jax.nn.hard_tanh,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.nn.hard_tanh.json
jax.nn.identity,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.nn.identity.json
jax.nn.leaky_relu,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.nn.leaky_relu.json
jax.nn.log_sigmoid,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.nn.log_sigmoid.json
jax.nn.log_softmax,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.nn.log_softmax.json
jax.nn.logmeanexp,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.nn.logmeanexp.json
jax.nn.logsumexp,pass,pass,1,deterministic,True,6,1,6,True,,,,info2json/results/jax/jax.nn.logsumexp.json
jax.nn.mish,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.nn.mish.json
jax.nn.one_hot,pass,pass,1,deterministic,True,4,2,4,True,,,,info2json/results/jax/jax.nn.one_hot.json
jax.nn.relu,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.nn.relu.json
jax.nn.relu6,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.nn.relu6.json
jax.nn.scaled_matmul,pass,pass,1,deterministic,True,5,4,5,True,,,,info2json/results/jax/jax.nn.scaled_matmul.json
jax.nn.selu,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.nn.selu.json
jax.nn.sigmoid,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.nn.sigmoid.json
jax.nn.silu,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.nn.silu.json
jax.nn.soft_sign,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.nn.soft_sign.json
jax.nn.softmax,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.nn.softmax.json
jax.nn.softplus,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.nn.softplus.json
jax.nn.sparse_plus,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.nn.sparse_plus.json
jax.nn.sparse_sigmoid,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.nn.sparse_sigmoid.json
jax.nn.squareplus,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.nn.squareplus.json
jax.nn.standardize,pass,pass,1,deterministic,True,6,1,6,True,,,,info2json/results/jax/jax.nn.standardize.json
jax.nn.swish,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.nn.swish.json
jax.nn.tanh,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.nn.tanh.json
jax.numpy.absolute,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.absolute.json
jax.numpy.all,pass,pass,1,deterministic,True,5,1,5,True,,,,info2json/results/jax/jax.numpy.all.json
jax.numpy.allclose,pass,pass,1,deterministic,True,5,2,5,True,,,,info2json/results/jax/jax.numpy.allclose.json
jax.numpy.angle,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.angle.json
jax.numpy.any,pass,pass,1,deterministic,True,5,1,5,True,,,,info2json/results/jax/jax.numpy.any.json
jax.numpy.append,pass,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/jax/jax.numpy.append.json
jax.numpy.arccos,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.arccos.json
jax.numpy.arccosh,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.arccosh.json
jax.numpy.arcsin,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.arcsin.json
jax.numpy.arcsinh,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.arcsinh.json
jax.numpy.arctan,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.arctan.json
jax.numpy.arctan2,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.arctan2.json
jax.numpy.arctanh,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.arctanh.json
jax.numpy.argmax,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.argmax.json
jax.numpy.argmin,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.argmin.json
jax.numpy.argpartition,pass,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/jax/jax.numpy.argpartition.json
jax.numpy.array,pass,pass,1,deterministic,True,7,1,7,True,,,,info2json/results/jax/jax.numpy.array.json
jax.numpy.array_equal,pass,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/jax/jax.numpy.array_equal.json
jax.numpy.array_equiv,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.array_equiv.json
jax.numpy.array_repr,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.array_repr.json
jax.numpy.asarray,pass,pass,1,deterministic,True,6,1,6,True,,,,info2json/results/jax/jax.numpy.asarray.json
jax.numpy.astype,pass,pass,1,deterministic,True,4,2,4,True,,,,info2json/results/jax/jax.numpy.astype.json
jax.numpy.bincount,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.bincount.json
jax.numpy.bitwise_count,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.bitwise_count.json
jax.numpy.block,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.block.json
jax.numpy.can_cast,pass,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/jax/jax.numpy.can_cast.json
jax.numpy.cbrt,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.cbrt.json
jax.numpy.ceil,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.ceil.json
jax.numpy.choose,pass,pass,1,deterministic,True,4,2,4,True,,,,info2json/results/jax/jax.numpy.choose.json
jax.numpy.clip,pass_with_warnings,pass_with_warnings,1,deterministic,True,3,0,3,True,,no required params remained after normalization; check doc parsing,,info2json/results/jax/jax.numpy.clip.json
jax.numpy.column_stack,pass_with_warnings,pass_with_warnings,1,deterministic,True,1,0,1,True,,no required params remained after normalization; check doc parsing,,info2json/results/jax/jax.numpy.column_stack.json
jax.numpy.compress,pass,pass,1,deterministic,True,6,2,6,True,,,,info2json/results/jax/jax.numpy.compress.json
jax.numpy.concat,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.concat.json
jax.numpy.concatenate,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.concatenate.json
jax.numpy.conjugate,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.conjugate.json
jax.numpy.copysign,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.copysign.json
jax.numpy.corrcoef,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.corrcoef.json
jax.numpy.cos,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.cos.json
jax.numpy.cosh,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.cosh.json
jax.numpy.count_nonzero,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.count_nonzero.json
jax.numpy.cross,pass,pass,1,deterministic,True,6,2,6,True,,,,info2json/results/jax/jax.numpy.cross.json
jax.numpy.cumprod,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.cumprod.json
jax.numpy.cumsum,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.cumsum.json
jax.numpy.cumulative_prod,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.cumulative_prod.json
jax.numpy.cumulative_sum,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.cumulative_sum.json
jax.numpy.deg2rad,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.deg2rad.json
jax.numpy.diag_indices,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.diag_indices.json
jax.numpy.diag_indices_from,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.diag_indices_from.json
jax.numpy.diagflat,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.diagflat.json
jax.numpy.diagonal,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.diagonal.json
jax.numpy.diff,pass,pass,1,deterministic,True,5,1,5,True,,,,info2json/results/jax/jax.numpy.diff.json
jax.numpy.digitize,pass,pass,1,deterministic,True,4,2,4,True,,,,info2json/results/jax/jax.numpy.digitize.json
jax.numpy.divmod,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.divmod.json
jax.numpy.dstack,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.dstack.json
jax.numpy.dtype.newbyteorder,pass_with_warnings,pass_with_warnings,1,deterministic,True,1,0,1,True,,no required params remained after normalization; check doc parsing,,info2json/results/jax/jax.numpy.dtype.newbyteorder.json
jax.numpy.ediff1d,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.ediff1d.json
jax.numpy.equal,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.equal.json
jax.numpy.exp,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.exp.json
jax.numpy.exp2,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.exp2.json
jax.numpy.expand_dims,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.expand_dims.json
jax.numpy.expm1,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.expm1.json
jax.numpy.fabs,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.fabs.json
jax.numpy.fft.fftshift,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.fft.fftshift.json
jax.numpy.fft.ifftshift,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.fft.ifftshift.json
jax.numpy.flatnonzero,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.flatnonzero.json
jax.numpy.flip,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.flip.json
jax.numpy.fliplr,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.fliplr.json
jax.numpy.flipud,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.flipud.json
jax.numpy.float_power,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.float_power.json
jax.numpy.floor,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.floor.json
jax.numpy.floor_divide,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.floor_divide.json
jax.numpy.fmax,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.fmax.json
jax.numpy.fmin,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.fmin.json
jax.numpy.fmod,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.fmod.json
jax.numpy.frexp,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.frexp.json
jax.numpy.from_dlpack,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.from_dlpack.json
jax.numpy.gcd,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.gcd.json
jax.numpy.geomspace,pass,pass,1,deterministic,True,6,2,6,True,,,,info2json/results/jax/jax.numpy.geomspace.json
jax.numpy.greater,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.greater.json
jax.numpy.greater_equal,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.greater_equal.json
jax.numpy.heaviside,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.heaviside.json
jax.numpy.histogram,pass,pass,1,deterministic,True,5,1,5,True,,,,info2json/results/jax/jax.numpy.histogram.json
jax.numpy.histogram2d,pass,pass,1,deterministic,True,6,2,6,True,,,,info2json/results/jax/jax.numpy.histogram2d.json
jax.numpy.histogram_bin_edges,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.histogram_bin_edges.json
jax.numpy.histogramdd,pass,pass,1,deterministic,True,5,1,5,True,,,,info2json/results/jax/jax.numpy.histogramdd.json
jax.numpy.hstack,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.hstack.json
jax.numpy.hypot,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.hypot.json
jax.numpy.identity,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.identity.json
jax.numpy.imag,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.imag.json
jax.numpy.insert,pass,pass,1,deterministic,True,4,3,4,True,,,,info2json/results/jax/jax.numpy.insert.json
jax.numpy.invert,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.invert.json
jax.numpy.isclose,pass,pass,1,deterministic,True,5,2,5,True,,,,info2json/results/jax/jax.numpy.isclose.json
jax.numpy.iscomplex,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.iscomplex.json
jax.numpy.isdtype,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.isdtype.json
jax.numpy.isfinite,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.isfinite.json
jax.numpy.isin,pass,pass,1,deterministic,True,5,2,5,True,,,,info2json/results/jax/jax.numpy.isin.json
jax.numpy.isinf,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.isinf.json
jax.numpy.isnan,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.isnan.json
jax.numpy.isneginf,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.isneginf.json
jax.numpy.isposinf,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.isposinf.json
jax.numpy.isreal,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.isreal.json
jax.numpy.issubdtype,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.issubdtype.json
jax.numpy.kron,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.kron.json
jax.numpy.lcm,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.lcm.json
jax.numpy.ldexp,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.ldexp.json
jax.numpy.left_shift,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.left_shift.json
jax.numpy.less,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.less.json
jax.numpy.less_equal,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.less_equal.json
jax.numpy.lexsort,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.lexsort.json
jax.numpy.linalg.cond,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.linalg.cond.json
jax.numpy.linalg.cross,pass,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/jax/jax.numpy.linalg.cross.json
jax.numpy.linalg.det,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.linalg.det.json
jax.numpy.linalg.diagonal,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.linalg.diagonal.json
jax.numpy.linalg.eig,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.linalg.eig.json
jax.numpy.linalg.eigh,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.linalg.eigh.json
jax.numpy.linalg.eigvalsh,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.linalg.eigvalsh.json
jax.numpy.linalg.inv,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.linalg.inv.json
jax.numpy.linalg.lstsq,pass,pass,1,deterministic,True,4,2,4,True,,,,info2json/results/jax/jax.numpy.linalg.lstsq.json
jax.numpy.linalg.matrix_power,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.linalg.matrix_power.json
jax.numpy.linalg.matrix_transpose,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.linalg.matrix_transpose.json
jax.numpy.linalg.norm,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.linalg.norm.json
jax.numpy.linalg.outer,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.linalg.outer.json
jax.numpy.linalg.slogdet,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.linalg.slogdet.json
jax.numpy.linalg.svdvals,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.linalg.svdvals.json
jax.numpy.linalg.tensorinv,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.linalg.tensorinv.json
jax.numpy.linalg.tensorsolve,pass,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/jax/jax.numpy.linalg.tensorsolve.json
jax.numpy.linalg.trace,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.linalg.trace.json
jax.numpy.linalg.vector_norm,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.linalg.vector_norm.json
jax.numpy.log,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.log.json
jax.numpy.log10,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.log10.json
jax.numpy.log1p,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.log1p.json
jax.numpy.log2,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.log2.json
jax.numpy.logical_not,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.logical_not.json
jax.numpy.logspace,pass,pass,1,deterministic,True,7,2,7,True,,,,info2json/results/jax/jax.numpy.logspace.json
jax.numpy.matrix_transpose,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.matrix_transpose.json
jax.numpy.matvec,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.matvec.json
jax.numpy.max,pass,pass,1,deterministic,True,6,1,6,True,,,,info2json/results/jax/jax.numpy.max.json
jax.numpy.mean,pass,pass,1,deterministic,True,6,1,6,True,,,,info2json/results/jax/jax.numpy.mean.json
jax.numpy.median,pass,pass,1,deterministic,True,5,1,5,True,,,,info2json/results/jax/jax.numpy.median.json
jax.numpy.min,pass,pass,1,deterministic,True,6,1,6,True,,,,info2json/results/jax/jax.numpy.min.json
jax.numpy.modf,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.modf.json
jax.numpy.nan_to_num,pass,pass,1,deterministic,True,5,1,5,True,,,,info2json/results/jax/jax.numpy.nan_to_num.json
jax.numpy.nanargmax,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.nanargmax.json
jax.numpy.nanargmin,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.nanargmin.json
jax.numpy.nancumprod,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.nancumprod.json
jax.numpy.nancumsum,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.nancumsum.json
jax.numpy.nanpercentile,pass,pass,1,deterministic,True,8,2,8,True,,,,info2json/results/jax/jax.numpy.nanpercentile.json
jax.numpy.nanquantile,pass,pass,1,deterministic,True,8,2,8,True,,,,info2json/results/jax/jax.numpy.nanquantile.json
jax.numpy.ndim,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.ndim.json
jax.numpy.nextafter,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.nextafter.json
jax.numpy.nonzero,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.nonzero.json
jax.numpy.not_equal,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.not_equal.json
jax.numpy.outer,pass,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/jax/jax.numpy.outer.json
jax.numpy.packbits,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.packbits.json
jax.numpy.pad,pass,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/jax/jax.numpy.pad.json
jax.numpy.partition,pass,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/jax/jax.numpy.partition.json
jax.numpy.percentile,pass,pass,1,deterministic,True,8,2,8,True,,,,info2json/results/jax/jax.numpy.percentile.json
jax.numpy.permute_dims,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.permute_dims.json
jax.numpy.poly,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.poly.json
jax.numpy.polyadd,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.polyadd.json
jax.numpy.polyder,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.polyder.json
jax.numpy.polydiv,pass,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/jax/jax.numpy.polydiv.json
jax.numpy.polyint,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.polyint.json
jax.numpy.polymul,pass,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/jax/jax.numpy.polymul.json
jax.numpy.polysub,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.polysub.json
jax.numpy.polyval,pass,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/jax/jax.numpy.polyval.json
jax.numpy.positive,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.positive.json
jax.numpy.power,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.power.json
jax.numpy.prod,pass,pass,1,deterministic,True,8,1,8,True,,,,info2json/results/jax/jax.numpy.prod.json
jax.numpy.promote_types,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.promote_types.json
jax.numpy.ptp,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.ptp.json
jax.numpy.quantile,pass,pass,1,deterministic,True,8,2,8,True,,,,info2json/results/jax/jax.numpy.quantile.json
jax.numpy.rad2deg,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.rad2deg.json
jax.numpy.ravel,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.ravel.json
jax.numpy.ravel_multi_index,pass,pass,1,deterministic,True,5,2,5,True,,,,info2json/results/jax/jax.numpy.ravel_multi_index.json
jax.numpy.real,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.real.json
jax.numpy.reciprocal,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.reciprocal.json
jax.numpy.remainder,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.remainder.json
jax.numpy.repeat,pass,pass,1,deterministic,True,5,2,5,True,,,,info2json/results/jax/jax.numpy.repeat.json
jax.numpy.reshape,pass,pass,1,deterministic,True,5,2,5,True,,,,info2json/results/jax/jax.numpy.reshape.json
jax.numpy.right_shift,pass,pass,1,deterministic,True,2,2,2,True,,,,info2json/results/jax/jax.numpy.right_shift.json
jax.numpy.rint,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.rint.json
jax.numpy.roll,pass,pass,1,deterministic,True,3,2,3,True,,,,info2json/results/jax/jax.numpy.roll.json
jax.numpy.roots,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.roots.json
jax.numpy.rot90,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.rot90.json
jax.numpy.round,pass,pass,1,deterministic,True,3,1,3,True,,,,info2json/results/jax/jax.numpy.round.json
jax.numpy.searchsorted,pass,pass,1,deterministic,True,5,2,5,True,,,,info2json/results/jax/jax.numpy.searchsorted.json
jax.numpy.select,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.select.json
jax.numpy.setdiff1d,pass,pass,1,deterministic,True,5,2,5,True,,,,info2json/results/jax/jax.numpy.setdiff1d.json
jax.numpy.setxor1d,pass,pass,1,deterministic,True,5,2,5,True,,,,info2json/results/jax/jax.numpy.setxor1d.json
jax.numpy.shape,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.shape.json
jax.numpy.sign,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.sign.json
jax.numpy.signbit,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.signbit.json
jax.numpy.sin,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.sin.json
jax.numpy.sinc,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.sinc.json
jax.numpy.sinh,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.sinh.json
jax.numpy.size,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.size.json
jax.numpy.spacing,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.spacing.json
jax.numpy.sqrt,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.sqrt.json
jax.numpy.square,pass,pass,1,deterministic,True,1,1,1,True,,,,info2json/results/jax/jax.numpy.square.json
jax.numpy.squeeze,pass,pass,1,deterministic,True,2,1,2,True,,,,info2json/results/jax/jax.numpy.squeeze.json
jax.numpy.stack,pass,pass,1,deterministic,True,4,1,4,True,,,,info2json/results/jax/jax.numpy.stack.json
jax.numpy.std,pass,pass,1,deterministic,True,9,1,9,True,,,,info2json/results/jax/jax.numpy.std.json
jax.numpy.sum,pass,pass,1,deterministic,True,8,1,8,True,,,,info2json/results/jax/jax.numpy.sum.json
